StudyHours,Attendance,PreviousScore,AssignmentScore,SleepHours,FinalScore
4.4,87.1,80.0,76.7,8.0,75.2
8.9,83.0,76.5,51.7,9.1,77.4
7.0,66.2,68.5,66.7,7.6,75.8
3.5,84.9,72.0,64.8,6.1,62.6
2.0,69.3,59.0,51.2,7.7,53.7
4.8,93.2,55.6,47.0,7.0,69.8
5.0,66.3,79.4,65.2,4.2,76.3
6.6,76.6,64.6,59.9,7.6,62.8
4.3,71.3,66.8,49.1,7.1,56.1
6.6,66.1,72.2,49.4,8.4,67.3
9.8,86.9,72.0,70.2,6.1,80.8
7.3,84.4,46.6,58.7,5.2,55.7
5.4,92.5,87.3,77.7,7.2,86.0
5.1,56.6,69.8,66.7,7.5,70.4
4.7,90.8,65.0,62.8,7.1,73.7
8.1,100.0,74.5,70.5,7.0,84.3
4.1,72.6,71.5,55.1,5.7,62.8
5.6,100.0,79.5,61.2,6.8,81.4
5.6,74.8,76.1,80.4,6.6,77.3
4.4,61.5,78.8,72.8,8.3,76.7
2.5,74.3,88.3,61.0,7.5,73.4
6.2,90.6,81.3,73.6,6.7,81.7
5.4,67.9,65.6,57.3,9.1,59.2
6.6,70.8,51.2,48.7,6.7,66.5
4.3,85.1,93.0,74.2,7.7,81.0
8.2,78.0,64.4,63.0,6.8,77.0
3.6,85.0,60.9,66.3,9.0,57.5
9.3,80.9,41.9,51.5,7.1,65.4
1.7,83.8,73.1,65.2,7.1,65.1
6.5,72.8,70.2,60.6,6.8,72.8
6.5,80.8,45.3,57.6,7.2,75.0
3.7,66.9,74.8,66.6,8.4,66.1
6.4,93.5,60.5,62.2,8.0,76.6
8.3,70.4,100.0,77.3,7.0,97.3
0.6,91.5,59.5,63.4,9.0,55.2
6.6,75.2,61.5,53.9,8.0,71.8
0.5,80.4,54.9,61.9,6.5,50.0
3.4,72.1,87.2,62.4,5.3,75.0
9.1,65.8,62.4,52.5,6.5,80.2
4.2,57.1,57.1,55.6,7.5,56.8
2.9,65.3,78.6,55.5,7.7,63.6
5.1,74.1,47.3,37.0,8.6,58.4
10.0,80.5,77.4,68.2,5.7,93.3
1.5,90.1,94.7,66.0,6.5,71.4
3.2,72.7,76.5,54.9,5.6,61.9
8.8,67.4,77.6,70.6,5.4,84.7
9.6,60.7,81.1,63.1,6.2,82.4
5.3,83.8,93.6,87.7,7.4,85.5
2.8,94.6,86.1,66.4,7.9,79.5
10.1,93.2,74.6,68.6,5.9,91.8
9.0,86.5,81.6,74.7,6.0,88.0
7.0,85.7,54.7,47.1,4.9,63.5
3.7,98.4,79.6,81.6,7.3,77.6
5.4,82.0,52.9,58.7,6.1,56.7
5.1,85.8,62.5,48.0,9.0,64.2
6.2,74.2,30.0,39.7,7.5,48.1
8.7,61.7,74.0,64.2,6.8,71.7
7.4,69.8,58.3,49.8,6.2,62.9
3.1,77.9,84.7,59.2,5.2,69.7
8.5,78.7,73.9,67.5,5.4,86.0
6.2,100.0,84.9,94.4,6.3,90.4
7.0,79.0,51.7,50.1,6.2,56.9
8.7,92.1,83.6,86.6,5.8,92.7
3.1,72.8,99.6,72.0,7.5,78.4
5.4,74.3,79.5,69.0,7.6,79.4
4.3,62.1,79.9,70.6,6.4,69.5
2.1,69.1,70.5,61.0,9.3,50.5
6.3,84.3,60.1,56.7,4.9,82.8
11.0,78.1,79.4,74.0,7.1,93.6
1.5,89.3,45.4,67.4,6.7,52.5
5.4,80.2,61.7,61.4,6.3,59.4
6.9,73.8,41.4,42.1,6.2,47.7
5.8,100.0,57.4,60.1,7.0,69.2
5.3,76.9,77.6,87.1,6.7,81.4
2.6,92.0,75.6,70.7,6.5,73.8
6.0,73.2,68.8,56.4,5.4,68.8
3.8,86.5,70.6,56.3,5.1,59.9
0.7,89.1,39.7,34.5,6.7,27.8
8.1,80.5,62.4,62.4,6.5,73.8
7.6,49.7,57.8,54.5,6.8,60.5
5.6,78.2,58.1,53.3,6.9,57.6
6.0,92.8,77.0,70.4,6.4,83.8
7.9,84.3,55.1,47.0,6.7,60.2
6.0,83.4,58.9,59.3,6.0,69.2
7.5,57.3,36.7,43.4,8.8,46.9
4.8,69.4,63.6,53.0,6.0,61.7
8.4,82.9,51.7,67.7,6.6,76.0
6.2,82.9,69.2,57.1,6.1,69.8
5.9,92.6,53.7,60.0,6.1,73.3
2.7,76.3,69.6,69.1,7.0,73.6
6.1,82.9,65.8,61.3,6.9,72.3
3.7,78.2,93.1,74.2,6.4,82.3
4.1,66.2,75.5,51.6,6.7,69.5
3.7,50.9,40.4,50.8,6.1,45.4
3.2,83.2,49.0,51.4,7.5,55.8
10.2,80.1,68.8,67.2,9.5,84.5
8.4,70.6,54.1,57.8,6.0,59.8
9.7,58.6,30.0,31.1,7.5,45.4
2.8,85.6,88.2,73.3,7.1,87.9
5.7,74.8,78.8,77.7,7.8,81.3
2.7,84.7,75.8,58.9,7.8,66.8
4.0,100.0,58.9,79.4,7.2,76.4
3.5,52.3,74.4,53.0,7.0,57.1
8.2,69.6,57.4,44.5,6.5,68.0
4.6,75.5,71.1,64.0,6.1,68.6
7.9,95.5,54.2,76.4,6.9,78.7
6.8,58.4,90.7,54.2,5.5,75.4
10.6,100.0,44.4,53.3,6.3,69.2
2.2,79.6,86.5,76.3,8.3,71.8
8.3,76.8,68.6,62.2,7.1,74.0
8.0,75.6,60.7,60.3,8.1,73.2
3.4,72.8,70.5,56.2,8.8,58.1
7.7,90.6,79.0,66.3,6.8,78.8
6.2,65.2,88.5,68.8,7.2,81.6
5.0,82.1,72.7,56.5,6.6,69.5
3.7,73.4,54.6,53.0,6.0,55.6
3.9,68.9,68.8,57.0,5.9,61.9
10.0,100.0,95.3,78.7,8.0,100.0
5.5,83.0,88.2,76.8,7.3,85.3
7.2,85.4,81.6,56.7,9.2,81.6
3.8,91.7,79.9,70.0,8.2,77.7
3.8,60.9,78.5,81.9,6.1,75.9
7.9,99.0,85.4,68.0,8.0,91.1
2.5,47.9,61.2,60.9,6.6,55.4
4.6,68.8,47.7,48.9,8.5,56.1
5.6,72.5,69.0,56.3,6.4,66.3
5.7,85.0,55.7,46.3,5.7,61.3
5.1,80.6,52.2,55.0,6.0,66.4
6.4,76.0,57.2,67.1,6.1,68.3
7.0,77.9,100.0,76.4,6.0,87.4
7.1,66.3,70.0,59.4,6.3,70.0
3.3,60.0,73.4,68.5,8.0,56.4
4.9,86.7,49.7,56.7,9.2,62.9
8.1,86.3,40.3,36.2,5.4,63.0
7.5,97.0,55.7,60.7,8.5,68.3
2.5,68.5,89.6,83.5,6.4,76.2
6.3,86.3,73.0,66.4,7.4,82.1
1.1,74.6,77.0,44.1,5.0,60.7
5.6,92.3,79.1,74.7,7.6,88.0
9.7,90.3,59.1,58.5,4.6,67.5
3.4,80.5,88.8,59.3,7.4,77.1
3.7,73.9,58.5,42.2,7.3,48.6
7.2,89.5,89.1,84.2,7.2,88.1
2.1,85.8,74.6,61.6,6.1,68.6
4.1,69.8,41.2,37.9,7.7,47.3
6.8,62.1,56.8,51.5,7.5,66.0
4.1,74.5,41.2,41.1,6.7,43.1
5.0,96.2,85.4,76.8,7.8,91.9
7.1,91.8,67.6,63.5,6.9,80.1
6.4,64.7,34.6,30.6,7.6,50.4
6.1,64.0,73.6,57.4,6.8,65.3
4.8,93.3,59.9,64.8,7.3,73.7
6.3,64.4,45.7,46.6,7.7,54.1
5.2,84.1,93.2,76.6,6.5,83.0
6.5,70.6,69.6,76.4,5.5,76.8
4.4,97.4,63.6,70.2,7.3,73.9
5.1,68.8,62.0,63.1,8.4,62.1
3.3,91.7,45.3,51.5,7.4,63.2
5.4,80.2,48.4,53.4,7.4,67.2
3.7,81.0,87.3,69.8,6.9,79.8
3.0,54.4,60.9,58.3,7.9,57.3
6.1,51.6,68.3,54.6,6.8,65.9
6.0,75.4,37.3,46.1,6.5,44.6
7.2,81.0,48.2,53.0,8.3,65.1
4.6,64.5,77.1,63.4,6.4,69.6
6.4,64.9,73.7,85.3,8.1,76.8
6.7,84.7,94.3,72.7,8.3,89.7
6.5,84.8,88.1,69.2,7.7,75.4
3.7,76.3,64.5,65.1,5.5,57.7
5.8,87.4,75.1,63.4,7.0,80.6
6.3,63.9,63.3,53.5,6.8,72.5
5.5,73.7,98.8,69.1,6.4,80.9
0.9,97.8,85.2,80.2,7.2,75.9
5.9,78.8,70.5,67.5,7.9,79.7
10.4,79.5,71.0,61.4,6.4,81.4
4.7,100.0,89.7,85.1,6.8,91.4
3.9,61.2,76.7,47.6,6.7,62.6
6.3,87.6,91.4,71.5,8.4,94.4
6.2,98.0,35.1,47.4,6.7,50.3
8.1,74.1,74.9,55.3,5.5,71.2
2.7,88.3,60.3,46.3,5.1,56.6
7.1,66.2,94.3,71.0,7.4,87.5
6.8,69.8,91.2,78.2,6.1,85.8
5.2,82.6,68.5,73.6,7.8,76.7
6.2,87.6,91.0,72.6,5.4,81.7
7.8,91.5,94.7,85.8,6.4,90.7
7.4,96.8,69.1,72.3,5.4,78.0
3.0,77.2,100.0,89.0,7.5,84.2
7.3,92.3,67.5,62.4,7.8,77.0
5.4,73.9,64.8,44.7,7.4,69.2
5.7,88.8,81.0,72.3,5.7,83.7
5.7,80.5,62.7,51.5,6.1,67.4
5.2,83.3,69.3,58.2,7.3,71.3
8.1,83.1,89.1,72.4,5.0,86.6
5.3,58.7,68.3,54.5,6.7,59.8
3.0,64.5,42.6,45.7,8.8,41.0
4.6,79.2,73.5,70.9,6.8,69.5
5.9,57.8,57.6,48.2,5.2,56.6
8.2,88.0,81.0,74.7,6.3,82.6
6.8,88.5,78.4,70.4,6.2,82.6
3.6,81.9,90.1,82.5,9.6,83.3
11.0,64.5,81.6,64.5,9.0,89.0
6.1,94.6,84.4,74.4,7.9,92.0
8.3,100.0,58.0,58.9,6.6,64.7
5.2,79.8,80.1,67.7,8.4,76.5
6.7,84.1,97.5,73.4,5.6,79.4
7.3,80.4,57.7,49.8,8.3,69.6
8.2,84.4,95.0,84.6,8.1,100.0
7.8,76.6,59.8,48.4,6.8,62.1
7.4,77.6,55.2,52.2,8.4,62.2
4.8,88.9,72.4,75.2,6.5,67.7
4.2,100.0,78.7,70.5,5.5,77.1
6.2,61.2,81.7,71.9,8.2,77.2
7.6,76.8,53.6,49.0,6.9,63.7
5.0,63.8,74.5,53.5,7.7,65.9
7.8,97.1,57.7,48.3,9.2,69.3
8.7,70.9,45.7,58.4,6.1,69.5
3.5,60.7,54.1,40.8,6.8,50.4
3.7,85.7,56.7,63.6,8.9,58.4
5.2,98.9,75.8,63.4,7.8,75.2
6.2,86.0,85.3,84.0,6.2,82.5
4.3,80.5,45.9,68.0,5.9,63.5
8.5,82.9,73.3,52.5,6.4,81.6
6.4,95.0,50.3,47.7,6.1,62.2
5.6,67.5,77.4,70.6,7.3,82.8
2.3,76.7,58.7,60.6,7.1,63.3
2.6,72.6,52.2,58.1,7.3,52.1
6.1,64.0,80.0,60.4,6.0,71.3
0.8,74.1,59.2,72.0,6.9,53.6
7.7,91.3,63.3,63.6,4.5,69.8
5.2,84.8,34.7,35.5,7.2,56.0
12.0,85.7,82.2,69.6,8.4,94.1
10.6,79.8,80.3,59.5,5.3,91.1
5.1,84.3,68.1,76.3,7.6,77.6
5.3,68.4,45.1,41.6,6.3,49.4
7.7,74.3,86.1,74.9,8.0,96.1
9.2,80.3,58.0,53.2,7.2,66.3
1.9,81.3,61.2,54.1,7.5,56.2
1.6,81.8,100.0,65.2,7.1,74.7
4.1,76.3,57.4,60.4,8.6,66.5
6.8,73.5,79.1,77.3,7.4,83.7
6.6,100.0,76.4,64.7,6.2,73.4
7.9,88.9,73.9,55.5,7.1,85.3
2.9,83.0,72.2,71.9,6.6,70.6
0.5,75.2,73.6,51.1,7.2,52.0
7.4,72.6,72.1,72.6,6.5,76.4
3.7,76.4,67.2,53.8,6.2,56.0
1.1,81.5,90.7,66.4,7.2,70.7
5.8,55.4,48.3,47.4,7.1,54.0
7.2,59.2,83.3,57.3,8.3,76.7
5.2,70.4,80.3,61.1,6.5,70.9
4.5,80.5,78.5,71.1,4.6,65.6
5.1,75.1,84.8,51.0,6.6,74.9
4.7,95.7,66.6,78.7,5.0,64.3
2.5,60.2,40.0,42.4,7.5,41.0
3.9,69.0,66.9,48.7,5.0,50.1
6.6,96.2,53.1,50.1,5.8,65.4
6.2,79.6,57.0,64.2,6.6,67.0
5.9,88.6,49.4,59.1,8.9,67.3
3.3,100.0,60.8,74.5,5.7,71.0
5.1,69.7,59.1,49.5,7.0,64.7
0.7,76.8,32.3,44.3,7.7,29.2
5.9,74.7,78.5,70.3,8.8,79.1
8.6,54.5,100.0,79.2,7.9,100.0
2.3,74.3,77.1,75.0,8.3,70.4
4.2,88.6,65.0,57.2,8.0,63.4
6.2,84.5,67.2,62.2,5.5,71.0
8.3,85.4,61.7,55.4,7.4,72.8
4.5,73.5,69.4,61.1,8.0,62.7
4.0,70.1,67.4,65.2,5.9,67.9
1.2,93.2,55.4,45.5,6.3,53.7
5.7,72.0,93.2,83.1,6.0,79.7
10.0,81.5,45.7,41.4,7.9,67.1
6.1,80.0,78.8,65.9,6.9,75.5
5.5,95.5,66.5,75.4,6.6,68.6
6.2,89.7,96.5,83.1,5.5,85.3
5.5,62.5,73.1,63.5,6.9,64.0
3.7,63.7,62.6,45.9,6.3,54.9
7.3,84.9,64.3,53.2,7.3,70.4
6.0,77.2,68.6,69.6,5.6,67.7
5.5,72.5,50.9,46.4,7.2,55.3
3.4,90.2,56.5,54.7,6.5,62.5
8.4,80.2,41.2,55.4,5.5,63.6
7.0,78.6,54.2,46.1,5.4,66.4
4.3,87.4,69.4,67.2,5.6,68.3
7.7,73.5,72.5,63.6,6.8,84.4
4.4,96.8,38.3,50.2,7.1,55.4
3.8,68.5,65.9,54.2,7.3,58.9
3.8,85.9,76.5,63.9,7.4,72.6
1.6,95.2,65.6,56.3,6.1,54.2
6.5,61.5,58.5,56.4,8.3,63.3
1.5,73.9,61.8,52.1,6.5,54.8
2.8,91.7,59.9,68.6,7.5,66.8
0.9,91.9,58.4,58.3,6.8,53.3
5.3,75.9,70.6,54.3,7.5,81.2
5.2,69.2,100.0,75.4,6.7,85.1
4.8,89.5,56.8,55.3,7.5,56.4
3.2,92.2,63.2,70.9,7.0,72.3
2.9,64.0,67.2,55.0,8.0,62.1
6.5,63.6,57.7,50.4,6.0,62.0
4.3,80.7,84.5,82.9,4.9,76.4
6.2,85.6,32.4,48.3,5.8,53.4
3.6,74.4,60.0,69.9,8.3,71.1
5.9,86.2,80.3,80.8,6.8,84.0
8.4,69.5,63.6,50.3,7.1,64.3
6.8,52.6,55.7,56.7,5.7,44.3
4.6,72.9,74.6,76.5,7.1,75.3
6.1,78.8,81.6,81.8,5.8,77.6
5.0,74.7,71.2,70.7,5.9,70.2
5.5,64.1,56.0,59.6,6.5,56.8
4.8,56.2,74.8,57.8,7.5,62.6
5.1,71.8,62.0,50.4,7.7,59.2
6.0,88.8,79.2,67.9,7.7,78.0
3.3,93.1,90.2,64.6,5.1,80.2
3.3,92.3,30.0,55.3,7.0,49.8
2.4,68.2,69.7,58.1,6.8,54.2
2.0,64.2,42.0,54.5,5.2,37.2
2.8,84.0,100.0,71.1,7.0,83.6
5.9,85.6,61.0,68.6,6.7,75.3
3.5,82.8,79.2,65.3,7.6,77.3
6.6,53.8,67.5,45.3,7.1,59.2
5.6,67.6,56.0,65.7,6.3,67.1
1.2,77.6,54.2,63.1,8.1,45.5
6.9,83.8,91.8,78.1,4.3,86.7
7.3,87.2,82.3,72.3,6.9,88.1
3.3,79.7,97.2,81.9,4.9,72.2
6.4,82.0,68.8,64.9,5.9,82.6
3.6,79.0,72.3,58.2,7.6,73.0
5.7,86.2,64.0,58.5,5.5,70.8
2.7,81.8,63.7,76.2,5.3,59.0
1.6,78.8,52.4,74.9,9.9,58.4
4.7,74.8,69.3,74.3,5.4,73.0
5.2,79.0,56.2,59.5,9.0,60.1
4.6,83.8,74.6,64.3,6.8,71.6
2.9,81.2,70.6,57.7,6.4,67.6
4.6,82.6,72.3,59.6,7.7,64.1
6.1,94.1,93.1,75.3,8.6,93.3
5.4,81.2,67.4,79.6,5.6,65.2
5.9,70.2,79.4,80.7,6.4,74.8
4.0,88.6,98.8,87.5,8.0,88.1
8.1,61.6,87.6,60.9,7.3,85.3
2.9,65.0,85.3,75.3,8.3,70.5
6.6,82.0,63.4,58.5,7.6,71.8
8.1,84.2,71.4,48.1,9.2,75.3
6.6,63.1,48.2,49.6,7.2,55.1
5.1,73.4,75.5,58.1,7.3,76.6
4.3,70.7,72.1,55.9,7.4,61.1
7.8,72.2,68.4,58.7,6.8,77.4
2.4,89.3,83.4,69.2,8.0,74.4
3.4,86.5,49.9,53.8,7.3,53.3
4.6,77.8,92.5,74.7,7.9,78.0
8.2,71.4,81.5,52.7,8.1,75.8
6.3,61.8,66.9,69.4,7.5,67.4
3.4,95.0,65.8,57.1,7.6,65.6
4.8,85.1,75.2,60.0,5.8,74.1
4.1,69.5,90.8,69.7,6.3,75.5
3.9,86.6,69.5,64.0,8.0,68.8
7.7,77.2,70.2,74.6,8.7,81.1
2.5,74.6,68.3,63.4,4.7,61.9
9.0,83.2,94.7,82.4,6.3,100.0
7.3,69.1,62.5,58.8,7.0,63.3
7.9,73.9,67.6,62.5,5.9,73.0
4.5,79.5,90.0,76.9,6.0,86.5
5.2,72.0,70.2,46.1,7.6,59.8
2.3,86.0,85.1,71.3,8.9,76.1
4.3,100.0,54.3,69.2,4.6,63.4
6.6,68.9,64.9,89.5,6.8,73.7
8.4,58.0,90.3,59.5,7.6,91.4
3.1,54.0,57.9,53.7,7.9,53.1
4.7,76.2,65.7,55.6,7.4,72.1
5.2,70.0,71.9,78.4,9.1,75.8
2.4,80.5,53.2,43.6,7.0,52.8
6.8,79.6,61.8,63.9,8.6,70.2
3.9,58.8,69.7,46.8,6.2,55.7
5.1,56.2,68.7,54.3,7.1,65.0
4.5,81.6,87.2,73.1,5.5,80.6
3.8,79.6,91.1,83.6,8.1,86.2
5.5,72.9,55.2,45.0,6.9,60.2
5.0,58.1,69.7,63.2,7.4,60.3
4.7,83.7,78.1,69.0,6.6,71.7
3.9,93.3,90.7,80.4,7.7,89.0
6.2,81.3,78.8,76.3,7.5,73.0
9.1,67.8,72.4,51.5,5.8,77.0
5.8,78.5,78.0,74.0,5.9,77.1
7.7,61.6,78.1,58.8,7.0,80.4
2.4,90.7,54.1,66.2,7.8,61.6
5.8,79.0,70.9,66.4,9.2,72.7
3.1,56.8,89.9,67.0,7.4,68.5
2.3,74.4,64.9,54.6,8.2,56.5
3.9,83.6,69.9,70.9,5.1,70.8
8.1,74.0,64.4,69.0,9.4,68.1
7.6,74.7,33.3,37.7,7.7,53.5
6.0,63.3,68.3,49.3,6.9,61.3
2.1,84.8,72.5,71.6,6.8,67.8
5.1,70.2,60.3,44.1,5.7,59.5
6.2,52.1,50.7,35.5,6.0,43.3
5.9,73.5,54.8,45.0,9.3,60.9
1.4,89.8,79.5,67.9,5.8,68.2
3.5,73.4,97.6,66.3,5.8,78.4
5.4,98.9,88.7,63.0,6.2,82.8
6.7,83.1,47.8,43.0,5.6,52.8
0.7,82.1,80.8,75.1,7.0,63.0
5.1,76.5,58.1,45.9,8.3,55.0
5.8,77.2,59.3,54.2,6.3,66.3
7.4,74.8,61.1,72.9,5.4,71.6
7.0,74.4,78.6,66.4,7.4,79.6
6.8,84.4,82.4,74.2,6.9,76.9
3.7,66.8,66.5,50.7,8.2,60.6
1.3,65.1,66.8,75.3,6.5,61.6
4.6,64.5,75.0,58.0,6.7,58.8
7.7,100.0,76.5,70.3,6.8,83.7
8.6,84.4,85.6,83.7,7.1,86.3
7.1,81.7,48.7,50.8,6.5,60.5
6.4,65.3,68.3,59.3,6.3,64.6
6.3,85.5,52.0,52.7,4.8,63.1
4.3,76.6,67.2,58.9,6.3,65.5
5.2,80.6,64.6,63.6,7.9,75.3
9.2,66.3,67.3,63.0,8.0,78.0
3.4,79.9,56.0,50.6,6.4,57.3
9.1,72.9,45.7,42.2,8.6,61.8
4.8,68.8,36.6,37.5,7.0,40.2
8.4,86.8,66.0,51.8,5.4,78.0
2.4,59.5,61.5,41.0,5.0,53.5
6.8,84.8,57.9,60.4,8.5,74.2
3.9,86.2,87.8,82.3,6.6,82.3
2.4,67.4,55.1,59.1,5.5,47.1
6.0,68.2,89.3,52.1,4.3,79.6
7.7,75.3,92.4,72.7,6.5,91.7
3.6,81.4,38.7,37.8,7.5,55.3
2.2,76.2,69.4,63.4,6.2,56.1
5.3,83.2,62.0,56.6,5.7,68.9
5.3,99.2,30.0,51.0,6.3,54.5
6.7,71.9,46.3,48.3,8.5,58.1
7.6,57.4,79.6,48.0,5.3,77.9
5.4,87.9,98.3,73.3,6.2,90.1
9.6,98.2,81.5,74.4,8.5,91.6
6.0,82.7,72.9,66.5,7.6,75.8
4.7,64.9,67.7,47.2,7.2,57.4
2.0,76.5,93.2,63.1,6.2,70.1
4.9,64.6,100.0,76.6,7.0,88.0
4.8,85.7,59.2,47.8,6.4,65.8
7.6,61.8,38.0,30.0,6.0,49.9
6.5,74.4,36.5,40.1,5.7,46.6
2.9,65.9,87.8,65.9,7.9,74.0
5.9,79.5,67.3,54.9,6.9,72.4
7.0,73.6,70.7,56.7,7.4,64.6
8.9,80.1,41.1,47.7,7.2,63.5
7.5,78.3,56.7,50.0,7.5,66.5
7.2,66.2,63.6,57.1,6.7,72.8
5.6,85.5,71.1,62.4,6.4,74.5
6.4,77.4,62.0,59.8,6.0,70.0
8.2,66.1,52.4,57.4,5.3,62.2
2.6,100.0,56.2,67.6,5.7,61.3
4.7,83.7,86.1,83.6,6.6,87.0
3.8,76.2,71.7,70.2,5.1,66.9
6.3,95.0,77.2,73.1,5.3,81.8
8.2,100.0,54.5,56.5,8.3,68.0
4.2,76.3,30.0,37.5,7.3,41.9
0.5,82.2,60.2,51.6,6.5,42.0
4.6,66.1,55.0,51.8,9.7,56.9
7.5,76.2,73.2,69.9,5.0,77.6
6.7,75.6,100.0,73.1,8.2,95.5
6.4,80.2,78.4,67.9,6.9,74.7
4.9,82.0,100.0,75.1,7.9,90.5
2.7,84.7,76.5,69.9,7.1,76.9
6.6,80.9,58.6,53.1,4.8,61.7
3.7,63.5,73.2,55.2,7.1,56.4
10.3,66.7,94.7,68.3,7.4,96.4
6.8,71.4,95.4,79.3,4.4,81.6
4.2,74.6,59.4,55.5,9.3,58.8
4.2,90.6,71.8,63.7,7.4,76.0
5.3,64.0,46.6,48.7,7.8,62.4
5.0,73.7,80.4,64.3,5.6,68.5
8.0,89.4,91.3,86.6,7.8,93.6
5.9,74.4,68.6,53.5,8.3,67.8
3.9,83.5,58.0,56.3,7.3,58.6
9.7,76.3,73.4,53.2,7.0,89.7
5.6,81.1,74.3,63.4,5.9,70.8
7.2,75.3,69.2,48.4,6.7,69.1
4.2,86.0,70.7,71.4,6.4,78.6
6.3,59.5,65.4,62.0,7.7,70.5
6.2,73.6,82.9,75.3,6.0,84.9
1.3,81.6,79.0,69.1,7.7,63.5
9.9,84.4,53.3,48.4,6.0,68.9
8.3,95.9,52.8,51.6,6.7,66.0
4.6,73.3,64.2,70.9,7.7,71.5
3.1,95.8,79.1,83.9,6.2,82.9
6.3,70.1,70.2,62.1,7.8,69.7
5.7,93.9,58.4,56.5,7.7,66.8
6.3,87.8,71.9,77.4,6.7,78.1
5.9,67.0,63.0,50.8,8.4,58.1
6.6,81.7,81.2,71.9,7.1,79.5
8.7,77.4,73.0,75.3,8.3,88.7
6.7,85.5,63.3,54.5,9.2,68.8
3.2,75.3,71.5,69.8,6.7,67.3
8.5,74.3,87.7,76.0,7.8,85.0
9.1,94.4,59.5,61.0,6.2,76.9
12.0,76.8,74.0,57.0,5.8,84.6
3.0,87.9,66.9,58.0,6.8,58.3
6.0,75.3,74.4,67.1,5.4,77.1
0.9,98.0,58.2,50.1,5.9,57.1
6.7,69.9,69.7,61.9,7.7,68.7
4.3,70.6,84.6,73.5,6.4,74.7
9.7,96.3,53.9,66.6,7.9,80.1
3.8,72.7,48.1,38.4,7.4,41.3
1.8,97.2,48.6,66.6,9.2,52.0
4.5,88.7,50.4,68.5,7.6,69.1
1.2,76.1,76.9,69.6,8.3,61.2
7.2,56.2,46.9,36.5,7.5,59.8
1.0,77.8,63.5,56.8,7.4,49.2
5.6,79.2,77.3,66.9,8.4,80.6
0.9,92.0,74.2,71.0,7.8,65.5
4.8,97.1,62.2,63.7,7.3,69.2
9.1,69.8,70.9,63.7,7.2,88.1
6.3,87.6,69.6,64.5,7.6,70.4
3.6,87.2,64.6,64.5,6.2,67.8
5.4,90.9,64.8,59.7,6.1,71.8
5.5,84.0,100.0,78.3,8.7,100.0
6.5,54.7,80.1,58.1,9.2,70.2
2.5,76.1,100.0,94.4,5.9,81.4
6.8,64.1,60.5,66.0,6.2,70.9
0.5,75.6,66.7,65.0,8.4,57.2
4.1,89.8,48.0,64.5,7.6,58.3
4.4,81.7,55.9,62.6,7.8,67.4
6.9,91.8,96.5,82.5,8.1,95.1
5.5,82.1,60.2,46.6,6.7,59.0
2.4,62.4,96.8,71.7,7.4,78.8
3.3,47.7,49.3,41.4,7.3,46.1
5.9,79.8,52.2,44.6,6.0,57.1
5.3,75.4,62.9,46.6,7.4,61.5
4.2,66.3,67.0,62.4,8.5,61.3
4.4,57.6,81.8,67.0,6.6,73.8
7.0,69.2,74.8,54.1,7.2,72.0
4.4,75.7,61.8,51.9,7.2,58.0
5.3,86.0,66.0,72.1,6.7,66.6
10.3,80.3,63.2,52.8,7.8,80.9
2.4,97.3,54.3,60.6,6.2,55.8
1.4,65.6,54.7,50.0,8.6,40.1
7.2,88.6,83.4,77.1,7.8,83.1
4.0,78.6,40.6,40.1,5.9,45.5
4.8,86.3,92.3,78.1,9.0,86.6
3.8,72.8,62.9,59.1,7.2,60.5
4.9,90.9,56.4,60.6,6.1,62.5
9.0,81.5,79.1,69.5,8.3,81.7
7.3,69.8,90.3,74.9,7.6,83.7
7.4,77.9,84.8,88.6,4.9,92.9
2.4,75.1,75.5,85.8,6.4,75.0
3.0,83.9,84.3,67.2,7.3,76.7
0.5,63.8,42.3,30.0,4.4,33.5
3.7,77.6,60.2,62.3,7.1,65.8
7.6,82.7,54.3,57.0,7.2,63.8
6.6,78.4,86.4,80.6,5.6,85.2
5.0,94.2,62.2,65.0,7.3,65.2
5.5,87.3,80.7,71.7,7.0,75.5
4.0,77.9,76.0,75.3,5.6,73.5
6.0,80.6,55.1,65.6,8.1,71.9
7.2,81.5,59.2,46.8,8.0,67.3
1.9,82.8,87.4,67.2,6.7,79.4
6.2,56.1,56.4,49.2,6.8,59.5
7.6,74.4,69.9,62.8,7.9,73.3
4.6,60.2,56.3,49.2,6.8,50.2
7.0,93.3,63.3,66.6,4.7,78.2
11.7,77.3,67.3,69.3,7.6,88.7
5.3,75.7,56.3,68.7,6.0,67.2
6.4,88.8,53.6,61.3,6.5,55.0
3.9,83.1,72.3,58.7,8.7,70.9
5.9,64.5,55.3,50.4,6.8,56.9
6.5,77.1,55.8,54.4,7.0,58.4
5.9,74.0,53.9,57.3,7.6,62.7
3.3,57.1,66.8,59.1,7.6,64.4
6.0,69.7,82.2,84.0,5.9,91.1
8.7,75.8,90.6,70.1,6.9,91.8
6.5,76.6,57.1,58.6,7.0,63.1
7.6,60.2,100.0,93.9,7.3,92.1
5.0,91.8,52.9,52.4,7.3,66.5
7.1,76.8,84.3,71.7,10.0,82.7
6.1,78.5,57.2,48.5,5.6,64.5
3.4,82.8,54.9,56.6,8.2,60.4
6.2,68.5,56.8,47.1,8.4,63.1
3.3,83.5,67.2,71.2,7.6,60.9
4.1,73.6,76.7,66.8,6.2,68.5
